final_score,candidate_id,years_experience,implied_experience_years,experience_gap,total_jobs,avg_job_duration_months,max_job_duration_months,min_job_duration_months,total_skill_count,ai_skill_count,expert_skill_count,advanced_skill_count,intermediate_skill_count,beginner_skill_count,proficiency_weighted_skill_score,endorsement_weighted_skill_score,evidence_retrieval,evidence_ranking,evidence_recommendation,evidence_search,evidence_relevance,evidence_personalization,evidence_evaluation,evidence_machine_learning,evidence_nlp,evidence_production_ml,education_count,highest_education_tier,tier1_count,tier2_count,tier3_count,tier4_count,cs_degree_flag,ai_degree_flag,recruiter_response_rate,interview_completion_rate,offer_acceptance_rate,profile_views_30d,applications_30d,search_appearance_30d,saved_by_recruiters_30d,endorsements_received,open_to_work_flag,willing_to_relocate,engagement_score,verified_email,verified_phone,linkedin_connected,github_available,github_activity_score,assessment_count,avg_assessment_score,verification_score,notice_period_days,availability_score,trust_score,honeypot_flag_count,salary_inverted_flag,skill_duration_overflow_flag,date_paradox_flag,inflated_experience_flag,unendorsed_expert_flag
0.7645452156526542,CAND_0064326,7.6,7.58,0.02,4,22.75,31,12,14,9,6,5,2,1,30.0,800.0,2.302585092994046,2.5649493574615367,0.6931471805599453,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.3862943611198906,2.302585092994046,0.6931471805599453,1.791759469228055,1,tier_2,0,1,0,0,1,0,0.94,0.9,-1.0,59,14,916,60,21,1,0,0.8442000000000001,1,1,0,1,61.4,3,69.3,0.8,45,0.8,1.0,0,0,0,0,0,0
0.7458429337203304,CAND_0018499,7.2,7.17,0.03,3,28.666666666666668,42,18,17,8,9,5,2,1,27.0,593.0,2.70805020110221,3.1780538303479458,0.0,0.0,0.0,0.0,2.5649493574615367,2.0794415416798357,1.3862943611198906,2.1972245773362196,2,tier_1,2,0,0,0,0,1,0.61,0.8,0.75,75,18,1291,16,189,1,1,0.76,1,1,1,1,94.8,2,83.2,0.9333333333333333,15,1.0,1.0,0,0,0,0,0,0
0.7377721572094154,CAND_0088025,8.6,8.5,0.1,3,34.0,45,13,19,10,11,5,1,2,34.0,1115.0,2.3978952727983707,2.772588722239781,1.6094379124341003,0.0,0.0,0.0,2.0794415416798357,2.1972245773362196,0.0,1.3862943611198906,1,tier_2,0,1,0,0,0,1,0.83,0.95,0.82,201,17,1398,19,18,1,0,0.8326,1,1,1,1,74.6,2,90.35,0.9333333333333333,90,0.19999999999999996,1.0,0,0,0,0,0,0
0.735959836007368,CAND_0069905,6.6,6.5,0.1,3,26.0,39,13,17,10,7,5,4,1,32.0,945.0,2.833213344056216,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,0.0,1.3862943611198906,2.5649493574615367,0.6931471805599453,1.6094379124341003,1,tier_2,0,1,0,0,1,0,0.78,0.93,0.53,59,18,315,57,108,1,1,0.8112000000000001,1,1,1,1,44.8,1,71.3,0.8666666666666667,90,0.19999999999999996,1.0,0,0,0,0,0,0
0.7347132806113577,CAND_0011687,7.8,7.67,0.13,2,46.0,52,40,13,8,7,5,1,0,26.0,868.0,1.6094379124341003,2.4849066497880004,1.0986122886681098,0.0,0.0,0.0,2.1972245773362196,1.791759469228055,1.3862943611198906,1.791759469228055,1,tier_1,1,0,0,0,0,1,0.89,0.77,0.6,309,16,403,27,77,1,0,0.7938000000000002,1,1,1,1,76.3,1,78.1,0.8666666666666667,15,1.0,1.0,0,0,0,0,0,0
0.7335866139446909,CAND_0033861,8.0,7.92,0.08,3,31.666666666666668,39,26,23,10,9,10,4,0,31.0,796.0,2.302585092994046,2.4849066497880004,1.0986122886681098,0.0,0.0,0.0,1.3862943611198906,1.0986122886681098,1.791759469228055,2.1972245773362196,2,tier_1,1,1,0,0,1,1,0.16,0.83,0.82,90,11,990,4,192,0,0,0.5352,1,1,1,1,32.6,3,79.06666666666666,1.0,30,0.8333333333333334,1.0,0,0,0,0,0,0
0.7237940181531674,CAND_0070398,7.2,7.08,0.12,3,28.333333333333332,37,22,16,10,8,7,1,0,33.0,842.0,2.70805020110221,1.6094379124341003,0.6931471805599453,1.0986122886681098,1.6094379124341003,0.6931471805599453,1.0986122886681098,2.70805020110221,1.0986122886681098,1.3862943611198906,2,tier_1,1,1,0,0,1,1,0.6,0.64,0.63,105,21,69,13,19,1,1,0.5966,1,1,1,1,63.1,4,66.225,1.0,120,0.0,1.0,0,0,0,0,0,0
0.7221618868232667,CAND_0050454,6.8,6.75,0.05,3,27.0,31,20,15,10,10,4,1,0,36.0,895.0,2.833213344056216,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.791759469228055,0.0,0.6931471805599453,2.4849066497880004,0.6931471805599453,1.3862943611198906,2,tier_1,1,0,1,0,0,1,0.77,0.72,-1.0,85,17,248,30,16,1,1,0.7514000000000001,0,1,1,0,0.0,1,59.0,0.4666666666666667,30,1.0,1.0,0,0,0,0,0,0
0.7205390542450837,CAND_0052682,6.6,6.5,0.1,2,39.0,46,32,15,8,8,3,3,1,28.0,522.0,0.0,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,1.6094379124341003,2.1972245773362196,1.9459101490553132,1.791759469228055,2,tier_1,2,0,0,0,1,0,0.88,0.88,0.85,290,21,850,16,128,1,0,0.8748000000000001,1,1,1,1,72.4,2,59.55,0.9333333333333333,30,1.0,1.0,0,0,0,0,0,0
0.7196283134552,CAND_0010685,6.7,6.58,0.12,4,19.75,28,12,16,8,6,6,4,0,26.0,1005.0,2.4849066497880004,2.0794415416798357,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.5649493574615367,1.791759469228055,1.791759469228055,1,tier_3,0,0,1,0,0,1,0.83,0.89,-1.0,246,13,779,46,123,1,0,0.8294000000000001,1,1,0,0,0.0,0,0.0,0.4,30,1.0,1.0,0,0,0,0,0,0
